1.6425e-02 5.7288e+02
1.8716e-02 8.6326e+02
2.5605e-02 1.3459e+03
3.2389e-02 1.9597e+03
4.0971e-02 3.0551e+03
5.1827e-02 4.9282e+03
6.5559e-02 7.6827e+03
8.7377e-02 1.1976e+04
1.3270e-01 1.9318e+04
1.8154e-01 3.0114e+04
2.4836e-01 4.3844e+04
3.7719e-01 5.5683e+04
5.5807e-01 6.8344e+04
1.0445e+00 8.6798e+04
1.9045e+00 9.6157e+04
3.0474e+00 1.1406e+05
5.7035e+00 1.2635e+05
8.6620e+00 1.3527e+05
1.5387e+01 1.4481e+05
2.7332e+01 1.6041e+05
4.7300e+01 1.9686e+05
7.7689e+01 2.3347e+05
1.0910e+02 2.6762e+05
