1.5589e-02 1.1328e+03
1.9211e-02 1.4550e+03
2.6282e-02 1.8226e+03
3.5029e-02 2.4612e+03
4.9189e-02 3.4941e+03
7.0902e-02 4.8378e+03
1.0220e-01 6.3711e+03
1.4352e-01 7.7833e+03
2.0153e-01 9.0441e+03
2.7571e-01 9.9960e+03
4.4118e-01 1.0774e+04
7.0595e-01 1.2209e+04
1.1595e+00 1.3158e+04
1.7155e+00 1.4541e+04
2.8178e+00 1.6894e+04
5.2737e+00 2.2807e+04
7.6016e+00 3.0799e+04
1.2816e+01 3.9551e+04
1.9464e+01 5.2084e+04
3.2815e+01 7.7739e+04
5.1155e+01 1.0763e+05
8.1855e+01 1.4533e+05
1.0354e+02 1.6888e+05
