1.48E-04	1.36E+01	4.84E+02
2.35E-04	3.05E+01	7.72E+02
3.72E-04	6.69E+01	1.25E+03
5.90E-04	1.38E+02	2.10E+03
9.35E-04	2.75E+02	3.25E+03
1.48E-03	5.55E+02	4.94E+03
2.35E-03	1.15E+03	7.50E+03
3.72E-03	2.36E+03	1.13E+04
5.90E-03	4.73E+03	1.69E+04
9.35E-03	9.17E+03	2.40E+04
1.48E-02	1.68E+04	3.19E+04
2.35E-02	2.79E+04	3.87E+04
3.72E-02	4.11E+04	4.32E+04
5.90E-02	5.48E+04	4.57E+04
9.35E-02	6.90E+04	4.77E+04
1.00E-01	6.72E+04	4.89E+04
1.48E-01	8.35E+04	4.97E+04
1.58E-01	Fris	5.11E+04
2.35E-01	9.68E+04	5.20E+04
2.51E-01	9.90E+04	5.34E+04
3.72E-01	1.10E+05	5.47E+04
3.98E-01	1.15E+05	5.62E+04
5.90E-01	1.28E+05	5.78E+04
6.31E-01	1.31E+05	5.95E+04
1.00E+00	1.49E+05	6.29E+04
1.30E+00	1.58E+05	6.45E+04
1.58E+00	1.68E+05	6.69E+04
2.07E+00	1.78E+05	6.83E+04
2.51E+00	1.89E+05	7.02E+04
3.27E+00	2.00E+05	7.10E+04
3.98E+00	2.11E+05	7.21E+04
5.19E+00	2.22E+05	7.24E+04
6.31E+00	2.34E+05	7.30E+04
8.22E+00	2.45E+05	7.23E+04
1.00E+01	2.57E+05	7.23E+04
1.30E+01	2.67E+05	7.18E+04
1.59E+01	2.79E+05	7.07E+04
2.07E+01	2.89E+05	6.89E+04
2.51E+01	3.00E+05	6.80E+04
2.84E+01	2.94E+05	6.99E+04
3.27E+01	3.10E+05	6.66E+04
3.98E+01	3.19E+05	6.48E+04
4.50E+01	3.18E+05	6.61E+04
5.19E+01	3.29E+05	6.34E+04
6.31E+01	3.37E+05	6.19E+04
7.13E+01	3.38E+05	6.23E+04
8.23E+01	3.46E+05	6.05E+04
1.00E+02	3.55E+05	5.98E+04
1.13E+02	3.55E+05	5.98E+04
1.30E+02	3.63E+05	5.84E+04
1.79E+02	3.73E+05	5.76E+04
2.07E+02	3.79E+05	5.70E+04
2.84E+02	3.89E+05	5.63E+04
3.27E+02	3.95E+05	5.60E+04
4.50E+02	4.05E+05	5.58E+04
5.19E+02	4.10E+05	5.57E+04
7.13E+02	4.20E+05	5.65E+04
8.23E+02	4.25E+05	5.66E+04
1.13E+03	4.35E+05	5.73E+04
1.30E+03	4.40E+05	5.86E+04
1.79E+03	4.50E+05	5.97E+04
2.84E+03	4.65E+05	6.47E+04
3.15E+03	4.67E+05	6.62E+04
4.50E+03	4.81E+05	7.30E+04
4.99E+03	4.83E+05	7.51E+04
7.13E+03	4.97E+05	8.56E+04
7.90E+03	4.99E+05	9.00E+04
1.13E+04	5.16E+05	1.05E+05
1.25E+04	5.20E+05	1.13E+05
1.79E+04	5.40E+05	1.34E+05
1.99E+04	5.45E+05	1.44E+05
2.84E+04	5.70E+05	1.74E+05
3.15E+04	5.77E+05	1.88E+05
4.99E+04	6.19E+05	2.48E+05
7.90E+04	6.75E+05	3.29E+05
1.25E+05	7.46E+05	4.33E+05
1.99E+05	8.41E+05	5.75E+05
3.15E+05	9.61E+05	7.66E+05
3.24E+05	9.26E+05	7.23E+05
4.99E+05	1.12E+06	1.03E+06
5.14E+05	1.09E+06	1.02E+06
7.90E+05	1.32E+06	1.39E+06
8.15E+05	1.28E+06	1.42E+06
1.25E+06	1.58E+06	1.88E+06
1.29E+06	1.53E+06	2.00E+06
1.99E+06	1.92E+06	2.59E+06
2.05E+06	1.84E+06	2.80E+06
3.15E+06	2.35E+06	3.59E+06
3.24E+06	2.25E+06	3.98E+06
5.14E+06	2.79E+06	5.70E+06
8.15E+06	3.52E+06	8.30E+06
1.29E+07	4.53E+06	1.22E+07
2.05E+07	6.00E+06	1.80E+07
3.24E+07	8.28E+06	2.68E+07
5.14E+07	1.20E+07	3.99E+07
8.15E+07	1.85E+07	5.90E+07
1.29E+08	3.02E+07	8.67E+07

