2.20E-04	5.91E+02	1.97E+03
3.49E-04	1.18E+03	3.18E+03
5.53E-04	2.03E+03	4.65E+03
8.76E-04	3.27E+03	6.52E+03
1.39E-03	5.22E+03	8.88E+03
2.20E-03	7.94E+03	1.15E+04
3.49E-03	1.16E+04	1.43E+04
5.53E-03	1.60E+04	1.71E+04
8.76E-03	2.12E+04	1.99E+04
1.39E-02	2.72E+04	2.29E+04
2.20E-02	3.40E+04	2.60E+04
3.49E-02	4.17E+04	2.93E+04
5.53E-02	5.03E+04	3.29E+04
8.76E-02	6.01E+04	3.67E+04
1.39E-01	7.08E+04	4.07E+04
1.64E-01	7.76E+04	4.09E+04
2.20E-01	8.28E+04	4.50E+04
2.61E-01	9.07E+04	4.53E+04
3.49E-01	9.61E+04	4.96E+04
4.13E-01	1.05E+05	4.96E+04
5.53E-01	1.11E+05	5.44E+04
6.55E-01	1.20E+05	5.40E+04
8.76E-01	1.27E+05	5.91E+04
1.04E+00	1.37E+05	5.80E+04
1.39E+00	1.45E+05	6.39E+04
1.64E+00	1.55E+05	6.16E+04
2.11E+00	1.68E+05	6.16E+04
2.20E+00	1.64E+05	6.84E+04
2.61E+00	1.74E+05	6.50E+04
3.34E+00	1.88E+05	6.41E+04
4.13E+00	1.95E+05	6.73E+04
5.29E+00	2.08E+05	6.54E+04
6.55E+00	2.16E+05	6.84E+04
8.39E+00	2.29E+05	6.55E+04
1.04E+01	2.37E+05	6.87E+04
1.33E+01	2.49E+05	6.44E+04
1.64E+01	2.59E+05	6.74E+04
2.11E+01	2.69E+05	6.23E+04
2.61E+01	2.79E+05	6.55E+04
3.34E+01	2.87E+05	5.96E+04
4.13E+01	2.98E+05	6.29E+04
5.29E+01	3.05E+05	5.66E+04
6.55E+01	3.16E+05	5.94E+04
6.90E+01	3.25E+05	6.08E+04
8.39E+01	3.21E+05	5.35E+04
1.04E+02	3.33E+05	5.65E+04
1.09E+02	3.46E+05	5.58E+04
1.33E+02	3.36E+05	5.04E+04
1.64E+02	3.49E+05	5.36E+04
1.73E+02	3.62E+05	5.24E+04
2.11E+02	3.50E+05	4.78E+04
2.75E+02	3.77E+05	4.98E+04
3.34E+02	3.62E+05	4.62E+04
4.35E+02	3.91E+05	4.89E+04
5.29E+02	3.74E+05	4.56E+04
6.90E+02	4.04E+05	4.78E+04
8.39E+02	3.86E+05	4.62E+04
1.09E+03	4.16E+05	4.99E+04
1.33E+03	3.97E+05	4.96E+04
1.73E+03	4.28E+05	5.41E+04
2.11E+03	4.08E+05	5.53E+04
2.75E+03	4.41E+05	6.07E+04
4.35E+03	4.55E+05	7.18E+04
6.90E+03	4.71E+05	8.83E+04
1.09E+04	4.91E+05	1.12E+05
1.73E+04	5.16E+05	1.45E+05
2.75E+04	5.49E+05	1.91E+05
4.33E+04	6.11E+05	2.50E+05
4.35E+04	5.93E+05	2.52E+05
6.87E+04	6.74E+05	3.49E+05
6.90E+04	6.50E+05	3.34E+05
1.09E+05	7.54E+05	4.74E+05
1.72E+05	8.56E+05	6.43E+05
2.73E+05	9.88E+05	8.74E+05
4.33E+05	1.16E+06	1.19E+06
6.87E+05	1.37E+06	1.64E+06
1.09E+06	1.66E+06	2.28E+06
1.72E+06	2.02E+06	3.20E+06
2.73E+06	2.50E+06	4.53E+06
4.33E+06	3.14E+06	6.49E+06
6.87E+06	4.00E+06	9.37E+06
1.09E+07	5.21E+06	1.36E+07
1.72E+07	7.02E+06	2.00E+07

